,name,num_plasmids_full,num_plasmids_lim,sum_length_full,sum_length_lim,num_contigs_full,num_contigs_lim,num_cds_full,num_cds_lim,lengths_full,lengths_lim,read_depth_full,read_depth_lim,gene_density_full,gene_density_lim,gc_content_full,gc_content_lim
SS-0037_assembly,SS-0037_assembly,6,3,144212,136844,23,19,264,227,"[68770, 24594, 1795, 3889, 1684, 43480]","[68770, 24594, 43480]","[0.830857, 1.044898, 3.16789, 1.8573, 1.152534, 0.918707]","[0.830857, 1.043853, 0.918707]","[0.762905, 0.816907, 0.872981, 0.897146, 0.783848, 0.395561]","[0.762905, 0.801781, 0.395561]","[0.340017, 0.364479, 0.513092, 0.496786, 0.393112, 0.358763]","[0.340017, 0.364479, 0.358763]"
SS-0038_assembly,SS-0038_assembly,5,1,94292,55764,19,14,182,113,"[7337, 55764, 25486, 1812, 3893]",[55764],"[0.567867, 0.981673, 1.990671, 3.858291, 1.103678]",[0.981673],"[0.742538, 0.721415, 0.497999, 0.86479, 0.896224]",[0.721415],"[0.316751, 0.348343, 0.340815, 0.510486, 0.496789]",[0.348343]
SS-0039_assembly,SS-0039_assembly,5,3,70498,53316,19,21,134,75,"[42463, 17184, 5129, 3887, 1835]","[39745, 8442, 5129]","[1.124279, 1.097619, 5.169038, 1.049096, 0.975849]","[1.177742, 0.877115, 5.169038]","[0.719968, 0.662826, 0.561903, 0.897607, 0.853951]","[0.661442, 0.457001, 0.561903]","[0.35996, 0.350035, 0.369468, 0.496527, 0.507357]","[0.360976, 0.344942, 0.369468]"
SS-0040_assembly,SS-0040_assembly,3,2,114824,108990,13,8,234,194,"[5834, 103847, 5143]","[103847, 5143]","[3.481011, 1.154292, 16.310828]","[1.154292, 16.310828]","[0.859445, 0.846197, 0.700953]","[0.806677, 0.700953]","[0.500686, 0.338257, 0.368073]","[0.338257, 0.368073]"
SS-0041_assembly,SS-0041_assembly,2,0,5177,0,3,0,6,0,"[1814, 3363]",[],"[2.892327, 1.831745]",[],"[0.863837, 0.922985]",[],"[0.511025, 0.492715]",[]
SS-0042_assembly,SS-0042_assembly,6,5,119413,151716,23,22,356,267,"[68666, 16109, 24363, 5121, 1795, 3359]","[54594, 51529, 16109, 24363, 5121]","[0.712029, 0.858895, 1.048725, 2.845274, 4.246703, 1.874639]","[0.548656, 0.843486, 0.858895, 1.048725, 2.845274]","[0.805901, 0.800422, 0.777162, 0.703964, 0.872981, 0.924085]","[0.506759, 0.825108, 0.762369, 0.761893, 0.703964]","[0.340197, 0.350301, 0.3642, 0.368287, 0.513649, 0.493599]","[0.347163, 0.346562, 0.350301, 0.3642, 0.368287]"
SWEnt-0985_assembly,SWEnt-0985_assembly,4,2,20358,15092,9,6,111,35,"[9620, 5472, 3363, 1903]","[9620, 5472]","[1.154681, 0.903453, 2.237786, 2.531546]","[1.154681, 0.903453]","[0.888046, 0.761513, 0.922985, 0.823437]","[0.783784, 0.73867]","[0.363825, 0.372076, 0.493012, 0.499737]","[0.363825, 0.372076]"
SWEnt-1073_assembly,SWEnt-1073_assembly,1,1,101270,101270,18,18,105,105,[101270],[101270],[1.712729],[1.712729],[0.559504],[0.559504],[0.329456],[0.329456]
SWEnt-1134_assembly,SWEnt-1134_assembly,6,3,43713,34829,13,8,124,62,"[12107, 8993, 13729, 3176, 3893, 1815]","[12107, 8993, 13729]","[0.41928, 0.928036, 1.187445, 14.948186, 3.812982, 4.331507]","[0.41928, 0.928036, 1.187445]","[0.784505, 0.902257, 0.820744, 0.573048, 0.896224, 0.863361]","[0.784505, 0.902257, 0.731226]","[0.313125, 0.366174, 0.361352, 0.32903, 0.497046, 0.510193]","[0.313125, 0.366174, 0.361352]"
SWEnt-1156_assembly,SWEnt-1156_assembly,2,0,5764,0,3,0,11,0,"[3893, 1871]",[],"[0.903831, 1.036291]",[],"[0.896224, 0.83752]",[],"[0.496532, 0.504543]",[]
SWEnt-1158_assembly,SWEnt-1158_assembly,6,4,94236,88318,14,11,178,165,"[33366, 37676, 2684, 14592, 3893, 2025]","[33366, 37676, 2684, 14592]","[0.95132, 1.639046, 0.511738, 0.760021, 3.160235, 3.822762]","[0.95132, 1.639046, 0.511738, 0.760021]","[0.856231, 0.784611, 0.637481, 0.550918, 0.896224, 0.773827]","[0.856231, 0.784611, 0.637481, 0.550918]","[0.356111, 0.36283, 0.343145, 0.353344, 0.497046, 0.488889]","[0.356111, 0.36283, 0.343145, 0.353344]"
SWEnt-1159_assembly,SWEnt-1159_assembly,4,2,54582,48874,5,2,110,97,"[42508, 6366, 1815, 3893]","[6366, 42508]","[0.939005, 0.475669, 6.500985, 3.704301]","[0.475669, 0.939005]","[0.840783, 0.727615, 0.863361, 0.896224]","[0.727615, 0.840783]","[0.358238, 0.331448, 0.510193, 0.496532]","[0.331448, 0.358238]"
SWEnt-1183_assembly,SWEnt-1183_assembly,5,2,72084,63012,10,5,75,60,"[9135, 1816, 3893, 3363, 53877]","[9135, 53877]","[0.661227, 8.218782, 3.814319, 0.4327, 0.848955]","[0.661227, 0.848955]","[0.4659, 0.862885, 0.896224, 0.922985, 0.316591]","[0.4659, 0.316591]","[0.338369, 0.511013, 0.497046, 0.49331, 0.350094]","[0.338369, 0.350094]"
SWEnt-1223_assembly,SWEnt-1223_assembly,5,2,81787,52016,27,16,216,57,"[8837, 55414, 10944, 3229, 3363]","[43179, 8837]","[0.967961, 0.947017, 0.849554, 4.999834, 3.645271]","[0.88444, 0.967961]","[0.920109, 0.51247, 0.736659, 0.563642, 0.922985]","[0.370087, 0.911961]","[0.349553, 0.36276, 0.357913, 0.329514, 0.49331]","[0.357581, 0.349553]"
SWEntR-0244_assembly,SWEntR-0244_assembly,3,3,50356,66737,7,9,126,158,"[2495, 42629, 5232]","[16724, 42629, 7384]","[1.138561, 0.488583, 3.170664]","[0.557826, 0.488583, 0.496506]","[0.821643, 0.849656, 0.892775]","[0.729251, 0.849656, 0.859697]","[0.353106, 0.358136, 0.49656]","[0.344475, 0.358136, 0.362541]"
SWEntR-0252_assembly,SWEntR-0252_assembly,5,3,105783,100099,9,6,313,226,"[68770, 28869, 2460, 1795, 3889]","[68770, 28869, 2460]","[1.324005, 0.961061, 0.842234, 3.515457, 1.699658]","[1.324005, 0.961061, 0.842234]","[0.865348, 0.878451, 0.75935, 0.872981, 0.897146]","[0.865348, 0.875922, 0.728862]","[0.339988, 0.359417, 0.39878, 0.513649, 0.4973]","[0.339988, 0.359417, 0.39878]"
SWEntR-0271_assembly,SWEntR-0271_assembly,6,3,74477,66499,13,9,267,149,"[12967, 51656, 1876, 2287, 3893, 1798]","[12967, 51656, 1876]","[0.490006, 0.777513, 0.992777, 0.548822, 2.719625, 3.082474]","[0.490006, 0.777513, 0.992777]","[0.885864, 0.90156, 0.771855, 0.777438, 0.896224, 0.871524]","[0.884245, 0.871845, 0.633795]","[0.331457, 0.359997, 0.375267, 0.366856, 0.496532, 0.512236]","[0.331457, 0.359997, 0.375267]"
SWEntR-0278_assembly,SWEntR-0278_assembly,6,1,64426,7957,30,4,92,3,"[21219, 8017, 21658, 5304, 4931, 3297]",[7957],"[1.411421, 1.188024, 0.967766, 0.7047, 1.523477, 0.745991]",[0.777657],"[0.513785, 0.683672, 0.576738, 0.48586, 0.932265, 0.36518]",[0.323866],"[0.411518, 0.411251, 0.348601, 0.354638, 0.504766, 0.336063]",[0.352645]
SWEntR-0285_assembly,SWEntR-0285_assembly,1,0,5193,0,3,0,6,0,[5193],[],[6.293837],[],[0.898325],[],[0.500096],[]
SWEntR-0295_assembly,SWEntR-0295_assembly,3,2,113095,107404,9,5,200,185,"[102283, 5121, 5691]","[102283, 5121]","[0.806724, 7.795772, 1.680026]","[0.806724, 7.795772]","[0.755629, 0.703964, 0.88842]","[0.755629, 0.703964]","[0.346519, 0.368287, 0.501845]","[0.346519, 0.368287]"
SWEntR-0325_assembly,SWEntR-0325_assembly,1,1,52667,52667,6,6,326,117,[52667],[52667],[0.824227],[0.824227],[0.836178],[0.820666],[0.355707],[0.355707]
SWEntR-0367_assembly,SWEntR-0367_assembly,2,2,42459,42459,21,21,281,96,"[31865, 10594]","[31865, 10594]","[0.710602, 0.621957]","[0.710602, 0.621957]","[0.835556, 0.740702]","[0.811235, 0.590429]","[0.353868, 0.336134]","[0.353868, 0.336134]"
SWEntR-0374_assembly,SWEntR-0374_assembly,5,2,122969,100183,15,9,304,215,"[100183, 14642, 2460, 1795, 3889]","[68770, 31413]","[1.18185, 2.550904, 0.809535, 3.00685, 1.339919]","[1.310952, 1.035805]","[0.807522, 0.638711, 0.508537, 0.872981, 0.897146]","[0.81031, 0.787254]","[0.346935, 0.388881, 0.39878, 0.513649, 0.496786]","[0.339988, 0.362143]"
SWEntR-0376_assembly,SWEntR-0376_assembly,7,5,160570,139615,34,27,522,282,"[22968, 58059, 34891, 7902, 6962, 24026, 5762]","[58059, 38095, 12473, 6962, 24026]","[0.934351, 1.262467, 1.514949, 0.552333, 0.447615, 1.175717, 0.84955]","[1.262467, 1.33835, 0.467779, 0.447615, 1.175717]","[0.67581, 0.816411, 0.827807, 0.596305, 0.48578, 0.664613, 0.877473]","[0.816411, 0.843707, 0.706085, 0.48578, 0.486515]","[0.348441, 0.342686, 0.36015, 0.323336, 0.307239, 0.374303, 0.498612]","[0.342686, 0.363932, 0.346188, 0.307239, 0.374303]"
